BELNR,BUKRS,GJAHR,BUZEI,KUNNR,BLART,BLDAT,BUDAT,FAEDT,AUGDT,DMBTR,WAERS,SHKZG,ZTERM
1800003740,1000,2024,001,C000115,DR,2024-02-12,2024-02-12,2024-05-12,2024-05-13,210150.71,USD,S,NT90
1800003741,1000,2021,001,C000155,DR,2021-05-30,2021-05-30,2021-07-29,2021-09-02,249366.55,USD,S,NT60
1800003742,1000,2023,001,C000098,DR,2023-03-23,2023-03-23,2023-04-22,2023-04-24,167846.45,USD,S,NT30
1800003743,1000,2022,001,C000009,DR,2022-12-09,2022-12-09,2023-01-23,2023-02-03,34435.08,USD,S,NT45
1800003744,1000,2024,001,C000177,DR,2024-04-17,2024-04-17,2024-07-16,2024-07-20,18864.75,USD,S,NT90
1800003745,1000,2022,001,C000175,DR,2022-11-16,2022-11-16,2023-02-14,2023-02-18,4911.24,USD,S,NT90
1800003746,1000,2024,001,C000166,DR,2024-05-14,2024-05-14,2024-07-13,2024-07-18,122188.63,USD,S,NT60
1800003747,1000,2023,001,C000026,DR,2023-06-21,2023-06-21,2023-08-05,2023-08-06,109747.04,USD,S,NT45
1800003748,1000,2023,001,C000037,DR,2023-01-08,2023-01-08,2023-03-09,2023-03-09,247564.19,USD,S,NT60
1800003749,1000,2022,001,C000035,DR,2022-10-24,2022-10-24,2023-01-22,2023-01-28,22081.2,USD,S,NT90
1800003750,1000,2022,001,C000194,DR,2022-07-20,2022-07-20,2022-10-18,2022-10-29,160918.48,USD,S,NT90
1800003751,1000,2021,001,C000179,DR,2021-07-10,2021-07-10,2021-08-24,2021-08-25,104548.01,USD,S,NT45
1800003752,1000,2023,001,C000164,DR,2023-06-06,2023-06-06,2023-08-05,2023-08-07,114551.13,USD,S,NT60
1800003753,1000,2023,001,C000163,DR,2023-01-18,2023-01-18,2023-04-18,2023-04-19,197443.18,USD,S,NT90
1800003754,1000,2023,001,C000125,DR,2023-12-25,2023-12-25,2024-01-24,2024-01-27,151502.95,USD,S,NT30
1800003755,1000,2024,001,C000195,DR,2024-05-11,2024-05-11,2024-07-10,2024-07-16,107000.34,USD,S,NT60
1800003756,1000,2023,001,C000099,DR,2023-06-18,2023-06-18,2023-08-02,2023-08-07,45769.55,USD,S,NT45
1800003757,1000,2023,001,C000187,DR,2023-08-23,2023-08-23,2023-10-07,2023-10-29,138460.46,USD,S,NT45
1800003758,1000,2022,001,C000074,DR,2022-04-16,2022-04-16,2022-07-15,2022-07-12,113061.4,USD,S,NT90
1800003759,1000,2021,001,C000057,DR,2021-07-02,2021-07-02,2021-08-01,2021-08-01,89471.5,USD,S,NT30
1800003760,1000,2021,001,C000013,DR,2021-06-15,2021-06-15,2021-08-14,2021-08-15,47261.97,USD,S,NT60
1800003761,1000,2022,001,C000005,DR,2022-03-05,2022-03-05,2022-03-19,2022-03-23,151538.74,USD,S,NT14
1800003762,1000,2022,001,C000121,DR,2022-09-09,2022-09-09,2022-10-09,2022-10-20,144906.69,USD,S,NT30
1800003763,1000,2022,001,C000141,DR,2022-08-18,2022-08-18,2022-11-16,2022-11-25,211854.17,USD,S,NT90
1800003764,1000,2023,001,C000195,DR,2023-12-17,2023-12-17,2024-02-15,2024-02-27,59950.74,USD,S,NT60
1800003765,1000,2024,001,C000104,DR,2024-03-01,2024-03-01,2024-03-15,2024-03-29,125930.47,USD,S,NT14
1800003766,1000,2023,001,C000156,DR,2023-12-14,2023-12-14,2024-01-13,2024-02-02,103298.62,USD,S,NT30
1800003767,1000,2021,001,C000135,DR,2021-03-02,2021-03-02,2021-05-31,2021-05-31,136995.4,USD,S,NT90
1800003768,1000,2022,001,C000094,DR,2022-10-01,2022-10-01,2022-10-15,2022-10-25,92375.54,USD,S,NT14
1800003769,1000,2021,001,C000156,DR,2021-01-17,2021-01-17,2021-02-16,2021-03-01,244580.13,USD,S,NT30
1800003770,1000,2024,001,C000051,DR,2024-03-15,2024-03-15,2024-05-14,2024-06-05,142469.24,USD,S,NT60
1800003771,1000,2023,001,C000043,DR,2023-08-19,2023-08-19,2023-10-18,2023-10-20,176515.75,USD,S,NT60
1800003772,1000,2022,001,C000065,DR,2022-11-10,2022-11-10,2022-12-10,2023-01-05,120901.69,USD,S,NT30
1800003773,1000,2021,001,C000066,DR,2021-02-26,2021-02-26,2021-04-27,2021-05-12,36379.78,USD,S,NT60
1800003774,1000,2023,001,C000038,DR,2023-10-05,2023-10-05,2023-12-04,2023-12-08,183092.0,USD,S,NT60
1800003775,1000,2022,001,C000181,DR,2022-12-22,2022-12-22,2023-02-20,2023-02-28,245911.2,USD,S,NT60
1800003776,1000,2023,001,C000159,DR,2023-02-15,2023-02-15,2023-04-16,2023-04-18,245933.43,USD,S,NT60
1800003777,1000,2022,001,C000183,DR,2022-02-05,2022-02-05,2022-02-19,2022-02-25,194938.58,USD,S,NT14
1800003778,1000,2023,001,C000048,DR,2023-11-04,2023-11-04,2023-11-18,2023-11-18,116769.15,USD,S,NT14
1800003779,1000,2023,001,C000106,DR,2023-09-12,2023-09-12,2023-10-12,2023-10-30,20480.42,USD,S,NT30
1800003780,1000,2024,001,C000158,DR,2024-04-14,2024-04-14,2024-05-29,2024-06-02,222588.95,USD,S,NT45
1800003781,1000,2022,001,C000108,DR,2022-12-30,2022-12-30,2023-01-13,2023-02-16,118640.44,USD,S,NT14
1800003782,1000,2023,001,C000149,DR,2023-01-29,2023-01-29,2023-02-12,2023-02-13,185679.84,USD,S,NT14
1800003783,1000,2022,001,C000056,DR,2022-12-14,2022-12-14,2022-12-28,2023-01-03,240142.35,USD,S,NT14
1800003784,1000,2022,001,C000161,DR,2022-02-15,2022-02-15,2022-04-16,2022-04-18,20442.4,USD,S,NT60
1800003785,1000,2021,001,C000025,DR,2021-10-29,2021-10-29,2022-01-27,2022-02-16,158788.23,USD,S,NT90
1800003786,1000,2023,001,C000071,DR,2023-05-11,2023-05-11,2023-08-09,2023-08-12,199726.46,USD,S,NT90
1800003787,1000,2022,001,C000190,DR,2022-12-26,2022-12-26,2023-01-09,2023-01-09,78812.43,USD,S,NT14
1800003788,1000,2022,001,C000013,DR,2022-11-11,2022-11-11,2023-01-10,2023-01-12,14140.79,USD,S,NT60
1800003789,1000,2024,001,C000151,DR,2024-03-24,2024-03-24,2024-05-23,2024-06-06,86543.0,USD,S,NT60
1800003790,1000,2023,001,C000149,DR,2023-10-16,2023-10-16,2023-10-30,2023-10-30,194853.26,USD,S,NT14
1800003791,1000,2022,001,C000040,DR,2022-11-09,2022-11-09,2022-11-23,2023-01-04,128653.11,USD,S,NT14
1800003792,1000,2021,001,C000100,DR,2021-07-03,2021-07-03,2021-10-01,2021-11-03,183719.82,USD,S,NT90
1800003793,1000,2021,001,C000131,DR,2021-12-30,2021-12-30,2022-02-13,2022-02-16,105833.01,USD,S,NT45
1800003794,1000,2022,001,C000111,DR,2022-05-13,2022-05-13,2022-05-27,2022-05-28,240184.74,USD,S,NT14
1800003795,1000,2022,001,C000191,DR,2022-10-02,2022-10-02,2022-12-31,2023-01-22,73012.9,USD,S,NT90
1800003796,1000,2024,001,C000104,DR,2024-02-28,2024-02-28,2024-03-13,2024-03-23,9796.23,USD,S,NT14
1800003797,1000,2023,001,C000049,DR,2023-09-06,2023-09-06,2023-11-05,2023-11-09,230793.26,USD,S,NT60
1800003798,1000,2023,001,C000091,DR,2023-08-09,2023-08-09,2023-09-23,2023-09-27,187606.89,USD,S,NT45
1800003799,1000,2023,001,C000072,DR,2023-05-31,2023-05-31,2023-07-15,2023-07-16,182015.96,USD,S,NT45
1800003800,1000,2021,001,C000080,DR,2021-02-28,2021-02-28,2021-04-14,2021-04-21,141362.86,USD,S,NT45
1800003801,1000,2023,001,C000120,DR,2023-09-08,2023-09-08,2023-10-08,2023-10-08,16293.02,USD,S,NT30
1800003802,1000,2023,001,C000052,DR,2023-12-22,2023-12-22,2024-01-05,2024-02-12,43100.73,USD,S,NT14
1800003803,1000,2021,001,C000005,DR,2021-07-23,2021-07-23,2021-08-06,2021-08-30,13853.35,USD,S,NT14
1800003804,1000,2023,001,C000175,DR,2023-12-08,2023-12-08,2024-03-07,2024-03-08,247600.84,USD,S,NT90
1800003805,1000,2024,001,C000186,DR,2024-03-07,2024-03-07,2024-03-21,2024-04-03,202415.05,USD,S,NT14
1800003806,1000,2023,001,C000137,DR,2023-11-23,2023-11-23,2023-12-07,2023-12-29,72417.1,USD,S,NT14
1800003807,1000,2021,001,C000062,DR,2021-05-11,2021-05-11,2021-06-10,2021-06-12,21545.03,USD,S,NT30
1800003808,1000,2022,001,C000192,DR,2022-11-28,2022-11-28,2023-01-27,2023-01-28,126893.43,USD,S,NT60
1800003809,1000,2023,001,C000080,DR,2023-09-21,2023-09-21,2023-11-05,2023-11-04,213009.87,USD,S,NT45
1800003810,1000,2024,001,C000195,DR,2024-02-21,2024-02-21,2024-04-21,2024-04-26,70184.35,USD,S,NT60
1800003811,1000,2021,001,C000026,DR,2021-10-24,2021-10-24,2021-12-08,2021-12-07,34002.15,USD,S,NT45
1800003812,1000,2022,001,C000144,DR,2022-04-15,2022-04-15,2022-06-14,2022-06-16,70962.01,USD,S,NT60
1800003813,1000,2024,001,C000168,DR,2024-03-19,2024-03-19,2024-05-18,2024-05-17,214606.74,USD,S,NT60
1800003814,1000,2022,001,C000049,DR,2022-04-30,2022-04-30,2022-06-29,2022-07-02,4536.55,USD,S,NT60
1800003815,1000,2023,001,C000117,DR,2023-10-25,2023-10-25,2023-12-24,2023-12-28,28775.8,USD,S,NT60
1800003816,1000,2021,001,C000186,DR,2021-05-09,2021-05-09,2021-05-23,2021-06-09,44478.85,USD,S,NT14
1800003817,1000,2023,001,C000081,DR,2023-04-13,2023-04-13,2023-05-13,2023-05-12,148350.76,USD,S,NT30
1800003818,1000,2023,001,C000170,DR,2023-01-19,2023-01-19,2023-02-02,2023-02-13,38632.77,USD,S,NT14
1800003819,1000,2023,001,C000131,DR,2023-04-25,2023-04-25,2023-06-09,2023-06-16,112216.64,USD,S,NT45
1800003820,1000,2023,001,C000093,DR,2023-07-16,2023-07-16,2023-08-15,2023-08-18,202152.33,USD,S,NT30
1800003821,1000,2021,001,C000018,DR,2021-09-29,2021-09-29,2021-11-13,2021-12-05,66051.89,USD,S,NT45
1800003822,1000,2022,001,C000168,DR,2022-08-07,2022-08-07,2022-10-06,2022-10-13,175492.94,USD,S,NT60
1800003823,1000,2023,001,C000096,DR,2023-02-18,2023-02-18,2023-05-19,2023-05-17,121744.71,USD,S,NT90
1800003824,1000,2023,001,C000105,DR,2023-05-26,2023-05-26,2023-06-09,2023-07-09,215641.59,USD,S,NT14
1800003825,1000,2022,001,C000062,DR,2022-04-18,2022-04-18,2022-05-18,2022-05-20,86369.15,USD,S,NT30
1800003826,1000,2024,001,C000112,DR,2024-01-03,2024-01-03,2024-01-17,2024-02-01,22015.96,USD,S,NT14
1800003827,1000,2022,001,C000091,DR,2022-06-22,2022-06-22,2022-08-06,2022-08-16,37122.49,USD,S,NT45
1800003828,1000,2023,001,C000064,DR,2023-09-12,2023-09-12,2023-12-11,2023-12-13,233551.52,USD,S,NT90
1800003829,1000,2023,001,C000108,DR,2023-04-30,2023-04-30,2023-05-14,2023-06-06,124491.12,USD,S,NT14
1800003830,1000,2022,001,C000165,DR,2022-02-19,2022-02-19,2022-04-20,2022-04-21,248402.81,USD,S,NT60
1800003831,1000,2024,001,C000197,DR,2024-02-07,2024-02-07,2024-03-08,2024-04-11,60248.91,USD,S,NT30
1800003832,1000,2021,001,C000146,DR,2021-07-02,2021-07-02,2021-08-01,2021-08-02,110606.07,USD,S,NT30
1800003833,1000,2022,001,C000172,DR,2022-12-26,2022-12-26,2023-02-09,2023-02-11,159756.09,USD,S,NT45
1800003834,1000,2023,001,C000025,DR,2023-10-17,2023-10-17,2024-01-15,2024-01-13,53503.33,USD,S,NT90
1800003835,1000,2023,001,C000056,DR,2023-04-26,2023-04-26,2023-05-10,2023-05-13,183855.92,USD,S,NT14
1800003836,1000,2022,001,C000149,DR,2022-10-30,2022-10-30,2022-11-13,2022-11-19,86923.85,USD,S,NT14
1800003837,1000,2022,001,C000116,DR,2022-02-25,2022-02-25,2022-04-11,2022-04-30,160923.01,USD,S,NT45
1800003838,1000,2021,001,C000070,DR,2021-07-05,2021-07-05,2021-10-03,2021-10-03,189115.5,USD,S,NT90
1800003839,1000,2021,001,C000037,DR,2021-05-11,2021-05-11,2021-07-10,2021-07-14,29882.6,USD,S,NT60
1800003840,1000,2022,001,C000077,DR,2022-10-04,2022-10-04,2022-11-18,2022-11-17,42732.5,USD,S,NT45
1800003841,1000,2022,001,C000134,DR,2022-03-01,2022-03-01,2022-05-30,2022-05-30,100287.46,USD,S,NT90
1800003842,1000,2024,001,C000168,DR,2024-01-31,2024-01-31,2024-03-31,2024-04-02,76040.42,USD,S,NT60
1800003843,1000,2022,001,C000120,DR,2022-05-22,2022-05-22,2022-06-21,2022-06-21,186791.49,USD,S,NT30
1800003844,1000,2021,001,C000087,DR,2021-05-29,2021-05-29,2021-07-28,2021-08-06,188354.54,USD,S,NT60
1800003845,1000,2023,001,C000178,DR,2023-11-19,2023-11-19,2023-12-03,2023-12-09,133597.69,USD,S,NT14
1800003846,1000,2022,001,C000050,DR,2022-12-12,2022-12-12,2023-01-26,2023-01-28,95570.4,USD,S,NT45
1800003847,1000,2021,001,C000004,DR,2021-10-28,2021-10-28,2022-01-26,2022-02-02,176696.34,USD,S,NT90
1800003848,1000,2022,001,C000136,DR,2022-08-20,2022-08-20,2022-10-19,2022-11-05,119172.81,USD,S,NT60
1800003849,1000,2022,001,C000055,DR,2022-11-20,2022-11-20,2023-02-18,2023-03-04,37142.31,USD,S,NT90
1800003850,1000,2023,001,C000138,DR,2023-09-06,2023-09-06,2023-10-06,2023-10-10,217699.16,USD,S,NT30
1800003851,1000,2024,001,C000186,DR,2024-06-03,2024-06-03,2024-06-17,2024-07-02,3953.9,USD,S,NT14
1800003852,1000,2022,001,C000048,DR,2022-08-31,2022-08-31,2022-09-14,2022-09-14,231878.41,USD,S,NT14
1800003853,1000,2021,001,C000027,DR,2021-06-05,2021-06-05,2021-06-19,2021-07-02,112756.34,USD,S,NT14
1800003854,1000,2021,001,C000160,DR,2021-01-06,2021-01-06,2021-04-06,2021-04-08,169944.86,USD,S,NT90
1800003855,1000,2022,001,C000077,DR,2022-12-17,2022-12-17,2023-01-31,2023-02-01,240478.92,USD,S,NT45
1800003856,1000,2022,001,C000131,DR,2022-04-05,2022-04-05,2022-05-20,2022-05-23,171036.2,USD,S,NT45
1800003857,1000,2022,001,C000107,DR,2022-02-07,2022-02-07,2022-04-08,2022-05-15,229510.32,USD,S,NT60
1800003858,1000,2021,001,C000051,DR,2021-11-10,2021-11-10,2022-01-09,2022-01-16,159718.61,USD,S,NT60
1800003859,1000,2021,001,C000186,DR,2021-10-21,2021-10-21,2021-11-04,2021-11-26,239089.73,USD,S,NT14
1800003860,1000,2022,001,C000090,DR,2022-09-25,2022-09-25,2022-11-24,2023-01-10,229592.46,USD,S,NT60
1800003861,1000,2023,001,C000025,DR,2023-01-14,2023-01-14,2023-04-14,2023-04-21,214730.56,USD,S,NT90
1800003862,1000,2022,001,C000089,DR,2022-10-01,2022-10-01,2022-11-30,2022-11-30,84406.88,USD,S,NT60
1800003863,1000,2021,001,C000032,DR,2021-03-18,2021-03-18,2021-06-16,2021-06-22,67504.87,USD,S,NT90
1800003864,1000,2023,001,C000067,DR,2023-11-22,2023-11-22,2023-12-06,2023-12-06,25470.92,USD,S,NT14
1800003865,1000,2023,001,C000007,DR,2023-03-15,2023-03-15,2023-06-13,2023-06-22,163931.48,USD,S,NT90
1800003866,1000,2021,001,C000022,DR,2021-01-26,2021-01-26,2021-03-12,2021-04-08,193514.6,USD,S,NT45
1800003867,1000,2021,001,C000010,DR,2021-06-01,2021-06-01,2021-07-16,2021-07-28,187523.64,USD,S,NT45
1800003868,1000,2021,001,C000188,DR,2021-06-07,2021-06-07,2021-07-22,2021-07-22,183844.05,USD,S,NT45
1800003869,1000,2023,001,C000179,DR,2023-06-18,2023-06-18,2023-08-02,2023-08-04,147592.35,USD,S,NT45
1800003870,1000,2023,001,C000079,DR,2023-04-03,2023-04-03,2023-05-18,2023-05-30,49536.5,USD,S,NT45
1800003871,1000,2021,001,C000041,DR,2021-09-28,2021-09-28,2021-10-12,2021-11-06,172879.3,USD,S,NT14
1800003872,1000,2022,001,C000102,DR,2022-03-08,2022-03-08,2022-04-22,2022-04-27,45799.25,USD,S,NT45
1800003873,1000,2021,001,C000094,DR,2021-05-09,2021-05-09,2021-05-23,2021-06-06,137355.53,USD,S,NT14
1800003874,1000,2024,001,C000159,DR,2024-06-09,2024-06-09,2024-08-08,2024-08-14,168527.66,USD,S,NT60
1800003875,1000,2022,001,C000129,DR,2022-10-20,2022-10-20,2022-11-03,2022-11-05,208090.69,USD,S,NT14
1800003876,1000,2022,001,C000031,DR,2022-09-06,2022-09-06,2022-12-05,2022-12-06,3978.39,USD,S,NT90
1800003877,1000,2022,001,C000094,DR,2022-06-20,2022-06-20,2022-07-04,2022-07-15,25326.99,USD,S,NT14
1800003878,1000,2023,001,C000080,DR,2023-08-11,2023-08-11,2023-09-25,2023-10-16,26872.91,USD,S,NT45
1800003879,1000,2022,001,C000117,DR,2022-04-08,2022-04-08,2022-06-07,2022-06-07,112039.61,USD,S,NT60
1800003880,1000,2021,001,C000028,DR,2021-10-21,2021-10-21,2022-01-19,2022-02-20,71540.96,USD,S,NT90
1800003881,1000,2023,001,C000110,DR,2023-12-17,2023-12-17,2024-01-16,2024-01-29,49076.8,USD,S,NT30
1800003882,1000,2023,001,C000059,DR,2023-05-13,2023-05-13,2023-05-27,2023-06-18,6901.42,USD,S,NT14
1800003883,1000,2022,001,C000108,DR,2022-09-10,2022-09-10,2022-09-24,2022-11-04,234687.86,USD,S,NT14
1800003884,1000,2022,001,C000063,DR,2022-12-08,2022-12-08,2022-12-22,2022-12-25,164494.77,USD,S,NT14
1800003885,1000,2024,001,C000023,DR,2024-02-13,2024-02-13,2024-03-29,2024-03-28,209029.33,USD,S,NT45
1800003886,1000,2022,001,C000046,DR,2022-06-23,2022-06-23,2022-08-22,2022-08-25,237671.75,USD,S,NT60
1800003887,1000,2024,001,C000034,DR,2024-04-13,2024-04-13,2024-05-13,2024-05-15,159882.64,USD,S,NT30
1800003888,1000,2022,001,C000030,DR,2022-02-04,2022-02-04,2022-03-06,2022-04-03,30874.3,USD,S,NT30
1800003889,1000,2023,001,C000191,DR,2023-06-03,2023-06-03,2023-09-01,2023-09-10,33346.91,USD,S,NT90
1800003890,1000,2022,001,C000072,DR,2022-09-21,2022-09-21,2022-11-05,2022-11-11,164442.26,USD,S,NT45
1800003891,1000,2023,001,C000184,DR,2023-11-15,2023-11-15,2023-12-15,2024-01-23,141951.13,USD,S,NT30
1800003892,1000,2023,001,C000112,DR,2023-04-13,2023-04-13,2023-04-27,2023-05-05,241824.21,USD,S,NT14
1800003893,1000,2022,001,C000191,DR,2022-06-03,2022-06-03,2022-09-01,2022-09-12,174217.75,USD,S,NT90
1800003894,1000,2022,001,C000150,DR,2022-03-09,2022-03-09,2022-04-08,2022-04-20,64080.6,USD,S,NT30
1800003895,1000,2024,001,C000157,DR,2024-03-20,2024-03-20,2024-04-19,2024-04-20,117271.94,USD,S,NT30
1800003896,1000,2022,001,C000129,DR,2022-09-07,2022-09-07,2022-09-21,2022-09-24,234109.33,USD,S,NT14
1800003897,1000,2022,001,C000084,DR,2022-12-17,2022-12-17,2023-02-15,2023-02-16,160056.35,USD,S,NT60
1800003898,1000,2022,001,C000151,DR,2022-10-17,2022-10-17,2022-12-16,2023-01-03,230751.15,USD,S,NT60
1800003899,1000,2023,001,C000163,DR,2023-06-28,2023-06-28,2023-09-26,2023-09-24,69819.51,USD,S,NT90
1800003900,1000,2021,001,C000085,DR,2021-02-08,2021-02-08,2021-04-09,2021-04-18,107318.87,USD,S,NT60
1800003901,1000,2024,001,C000174,DR,2024-05-15,2024-05-15,2024-06-29,2024-07-06,225944.48,USD,S,NT45
1800003902,1000,2022,001,C000156,DR,2022-10-11,2022-10-11,2022-11-10,2022-11-24,192700.25,USD,S,NT30
1800003903,1000,2022,001,C000155,DR,2022-07-02,2022-07-02,2022-08-31,2022-09-26,41329.54,USD,S,NT60
1800003904,1000,2024,001,C000087,DR,2024-03-24,2024-03-24,2024-05-23,2024-06-04,19425.27,USD,S,NT60
1800003905,1000,2022,001,C000092,DR,2022-05-12,2022-05-12,2022-06-26,2022-07-02,194499.38,USD,S,NT45
1800003906,1000,2021,001,C000126,DR,2021-09-03,2021-09-03,2021-10-03,2021-10-20,96316.95,USD,S,NT30
1800003907,1000,2022,001,C000034,DR,2022-06-20,2022-06-20,2022-07-20,2022-07-20,83831.03,USD,S,NT30
1800003908,1000,2022,001,C000092,DR,2022-10-30,2022-10-30,2022-12-14,2022-12-18,15954.6,USD,S,NT45
1800003909,1000,2024,001,C000023,DR,2024-04-01,2024-04-01,2024-05-16,2024-05-19,238945.82,USD,S,NT45
1800003910,1000,2021,001,C000200,DR,2021-04-27,2021-04-27,2021-06-11,2021-06-11,66901.55,USD,S,NT45
1800003911,1000,2023,001,C000026,DR,2023-04-19,2023-04-19,2023-06-03,2023-06-05,110703.13,USD,S,NT45
1800003912,1000,2021,001,C000093,DR,2021-11-17,2021-11-17,2021-12-17,2021-12-18,123438.72,USD,S,NT30
1800003913,1000,2023,001,C000162,DR,2023-10-12,2023-10-12,2023-11-26,2023-11-28,232217.99,USD,S,NT45
1800003914,1000,2022,001,C000192,DR,2022-06-18,2022-06-18,2022-08-17,2022-08-21,152965.17,USD,S,NT60
1800003915,1000,2022,001,C000058,DR,2022-09-10,2022-09-10,2022-11-09,2022-11-07,45432.1,USD,S,NT60
1800003916,1000,2021,001,C000176,DR,2021-05-25,2021-05-25,2021-06-08,2021-06-08,123522.27,USD,S,NT14
1800003917,1000,2023,001,C000166,DR,2023-01-16,2023-01-16,2023-03-17,2023-03-22,192408.12,USD,S,NT60
1800003918,1000,2022,001,C000119,DR,2022-03-21,2022-03-21,2022-05-05,2022-05-11,55378.24,USD,S,NT45
1800003919,1000,2024,001,C000162,DR,2024-06-08,2024-06-08,2024-07-23,2024-07-26,161191.2,USD,S,NT45
1800003920,1000,2024,001,C000037,DR,2024-06-07,2024-06-07,2024-08-06,2024-08-14,228239.7,USD,S,NT60
1800003921,1000,2023,001,C000132,DR,2023-08-04,2023-08-04,2023-08-18,2023-08-19,179134.68,USD,S,NT14
1800003922,1000,2021,001,C000054,DR,2021-01-05,2021-01-05,2021-04-05,2021-04-05,26718.49,USD,S,NT90
1800003923,1000,2022,001,C000053,DR,2022-09-25,2022-09-25,2022-11-09,2022-11-09,19156.96,USD,S,NT45
1800003924,1000,2022,001,C000172,DR,2022-08-24,2022-08-24,2022-10-08,2022-10-28,143264.8,USD,S,NT45
1800003925,1000,2022,001,C000090,DR,2022-02-19,2022-02-19,2022-04-20,2022-05-17,112024.63,USD,S,NT60
1800003926,1000,2022,001,C000049,DR,2022-06-16,2022-06-16,2022-08-15,2022-09-05,224231.59,USD,S,NT60
1800003927,1000,2022,001,C000184,DR,2022-11-15,2022-11-15,2022-12-15,2023-01-08,160443.48,USD,S,NT30
1800003928,1000,2024,001,C000181,DR,2024-04-03,2024-04-03,2024-06-02,2024-06-06,233290.54,USD,S,NT60
1800003929,1000,2021,001,C000127,DR,2021-02-03,2021-02-03,2021-05-04,2021-05-19,166486.85,USD,S,NT90
1800003930,1000,2022,001,C000141,DR,2022-06-04,2022-06-04,2022-09-02,2022-09-22,67342.68,USD,S,NT90
1800003931,1000,2023,001,C000021,DR,2023-12-25,2023-12-25,2024-03-24,2024-03-25,175313.74,USD,S,NT90
1800003932,1000,2021,001,C000151,DR,2021-04-17,2021-04-17,2021-06-16,2021-06-29,226249.77,USD,S,NT60
1800003933,1000,2022,001,C000110,DR,2022-01-08,2022-01-08,2022-02-07,2022-02-25,144085.42,USD,S,NT30
1800003934,1000,2022,001,C000075,DR,2022-11-03,2022-11-03,2022-12-18,2022-12-26,129330.37,USD,S,NT45
1800003935,1000,2023,001,C000172,DR,2023-02-22,2023-02-22,2023-04-08,2023-04-07,235037.86,USD,S,NT45
1800003936,1000,2022,001,C000075,DR,2022-01-28,2022-01-28,2022-03-14,2022-04-02,123179.18,USD,S,NT45
1800003937,1000,2022,001,C000077,DR,2022-10-19,2022-10-19,2022-12-03,2022-12-02,109578.36,USD,S,NT45
1800003938,1000,2022,001,C000028,DR,2022-05-10,2022-05-10,2022-08-08,2022-09-08,195453.32,USD,S,NT90
1800003939,1000,2023,001,C000055,DR,2023-02-23,2023-02-23,2023-05-24,2023-06-12,196560.04,USD,S,NT90
1800003940,1000,2021,001,C000019,DR,2021-02-04,2021-02-04,2021-02-18,2021-02-25,135492.05,USD,S,NT14
1800003941,1000,2022,001,C000160,DR,2022-06-25,2022-06-25,2022-09-23,2022-09-25,1823.53,USD,S,NT90
1800003942,1000,2023,001,C000117,DR,2023-12-19,2023-12-19,2024-02-17,2024-02-15,238584.68,USD,S,NT60
1800003943,1000,2022,001,C000109,DR,2022-09-24,2022-09-24,2022-12-23,2023-02-12,121034.52,USD,S,NT90
1800003944,1000,2022,001,C000124,DR,2022-01-04,2022-01-04,2022-04-04,2022-04-03,142243.73,USD,S,NT90
1800003945,1000,2022,001,C000150,DR,2022-01-07,2022-01-07,2022-02-06,2022-02-08,233825.5,USD,S,NT30
1800003946,1000,2024,001,C000146,DR,2024-01-18,2024-01-18,2024-02-17,2024-02-16,90370.66,USD,S,NT30
1800003947,1000,2022,001,C000055,DR,2022-05-09,2022-05-09,2022-08-07,2022-08-18,170777.1,USD,S,NT90
1800003948,1000,2023,001,C000150,DR,2023-04-06,2023-04-06,2023-05-06,2023-05-31,100753.08,USD,S,NT30
1800003949,1000,2022,001,C000155,DR,2022-08-12,2022-08-12,2022-10-11,2022-10-28,239747.15,USD,S,NT60
1800003950,1000,2023,001,C000170,DR,2023-06-15,2023-06-15,2023-06-29,2023-07-16,23576.08,USD,S,NT14
1800003951,1000,2021,001,C000139,DR,2021-03-24,2021-03-24,2021-06-22,2021-06-26,134121.95,USD,S,NT90
1800003952,1000,2021,001,C000021,DR,2021-06-05,2021-06-05,2021-09-03,2021-09-06,240270.45,USD,S,NT90
1800003953,1000,2024,001,C000195,DR,2024-05-12,2024-05-12,2024-07-11,2024-07-29,21033.74,USD,S,NT60
1800003954,1000,2024,001,C000195,DR,2024-05-10,2024-05-10,2024-07-09,2024-07-18,115450.2,USD,S,NT60
1800003955,1000,2022,001,C000040,DR,2022-10-22,2022-10-22,2022-11-05,2022-12-17,162300.35,USD,S,NT14
1800003956,1000,2023,001,C000025,DR,2023-08-30,2023-08-30,2023-11-28,2023-12-13,44977.96,USD,S,NT90
1800003957,1000,2023,001,C000198,DR,2023-01-29,2023-01-29,2023-04-29,2023-04-24,10793.46,USD,S,NT90
1800003958,1000,2022,001,C000112,DR,2022-08-31,2022-08-31,2022-09-14,2022-09-26,96656.76,USD,S,NT14
1800003959,1000,2021,001,C000166,DR,2021-03-19,2021-03-19,2021-05-18,2021-06-03,174274.69,USD,S,NT60
1800003960,1000,2023,001,C000025,DR,2023-09-02,2023-09-02,2023-12-01,2023-12-02,224218.71,USD,S,NT90
1800003961,1000,2021,001,C000135,DR,2021-06-10,2021-06-10,2021-09-08,2021-09-08,158023.65,USD,S,NT90
1800003962,1000,2023,001,C000097,DR,2023-11-09,2023-11-09,2024-01-08,2024-01-09,90456.02,USD,S,NT60
1800003963,1000,2024,001,C000005,DR,2024-02-29,2024-02-29,2024-03-14,2024-03-15,22130.76,USD,S,NT14
